Learner,stream,randomSeed,learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,178000.0,1.765625,1.6928394971829325E-7,178000.0,91.78426966292135,82.90620891982454,82.36436211907431,78.79165820692056,178000.0,659456.0,208.0,160.0,160.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,179000.0,1.796875,1.746154480820729E-7,179000.0,91.81173184357542,82.96864568465642,82.42587019340294,78.88648804379142,179000.0,659480.0,208.0,160.0,160.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,180000.0,1.8125,1.7728129427673092E-7,180000.0,91.84055555555555,83.03286604817232,82.49588825590543,78.9795334192071,180000.0,659504.0,208.0,160.0,160.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,181000.0,1.828125,1.7995173240908322E-7,181000.0,91.86574585635358,83.08991360989084,82.55713388699988,79.06672543471768,181000.0,660640.0,208.0,160.0,160.0,7.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,182000.0,1.84375,1.8262110340098543E-7,182000.0,91.89120879120878,83.14545512674678,82.61719670200235,79.14564698235053,182000.0,660376.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,183000.0,1.875,1.8798830246345867E-7,183000.0,91.91748633879781,83.20434570982972,82.67748811280538,79.23341523341524,183000.0,663896.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,184000.0,1.890625,1.906719019946953E-7,184000.0,91.93913043478261,83.25429652771116,82.72858540220784,79.31063343051237,184000.0,663896.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,185000.0,1.90625,1.9335572788905768E-7,185000.0,91.96486486486486,83.31437402328089,82.79035843289803,79.40508188090556,185000.0,663952.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,186000.0,1.921875,1.9603965079618826E-7,186000.0,91.98870967741935,83.3685462759792,82.8426349180762,79.48707359378872,186000.0,663976.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,187000.0,1.9375,1.9872541694591444E-7,187000.0,92.01122994652407,83.42075500442405,82.89753863766457,79.57003952244848,187000.0,664432.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,188000.0,1.96875,2.041015411830611E-7,188000.0,92.03351063829788,83.47080028881648,82.9516220830962,79.64390078151547,188000.0,665000.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,189000.0,2.0,2.0948225735790202E-7,189000.0,92.05502645502645,83.52231092561402,82.99818840579711,79.72837972837972,189000.0,665568.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,190000.0,2.015625,2.1217261544532247E-7,190000.0,92.08473684210526,83.58727680602,83.06743078464707,79.81911139141987,190000.0,665568.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,191000.0,2.03125,2.1486297353274292E-7,191000.0,92.1041884816754,83.63050234546844,83.11538547661166,79.88288023904171,191000.0,665568.0,210.0,161.0,161.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,192000.0,2.046875,2.17551423702389E-7,192000.0,92.13020833333333,83.68757692889145,83.1799004820055,79.96472943765994,192000.0,665096.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,193000.0,2.078125,2.2296053228071996E-7,193000.0,92.15025906735751,83.73381455718804,83.232061626324,80.03584323854201,193000.0,669080.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,194000.0,2.09375,2.256652482578324E-7,194000.0,92.17113402061857,83.78014499034964,83.28196548080311,80.1034911901487,194000.0,669120.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,195000.0,2.109375,2.2837002891012366E-7,195000.0,92.19435897435898,83.83090215172604,83.33333333333333,80.17634341382094,195000.0,669136.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,196000.0,2.125,2.310748419000043E-7,196000.0,92.21530612244898,83.87808975649858,83.38107634161484,80.24624228065406,196000.0,669144.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,197000.0,2.140625,2.3377984891542133E-7,197000.0,92.23807106598984,83.92844800339616,83.43426683278263,80.31894354776429,197000.0,669192.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,198000.0,2.15625,2.3648773397629463E-7,198000.0,92.25151515151515,83.95915438334669,83.46820684676142,80.36600972613257,198000.0,669904.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,199000.0,2.171875,2.391957807251149E-7,199000.0,92.2683417085427,83.99804635446394,83.51405794616835,80.42543446731635,199000.0,669944.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
trees.HoeffdingTree,ConceptDriftStream -s generators.AgrawalGenerator -d (generators.AgrawalGenerator -f 3) -p 100000 -w 1,1,200000.0,2.1875,2.4190411851223976E-7,200000.0,92.29,84.04427954555719,83.56164383561645,80.48916275479864,200000.0,670016.0,212.0,162.0,162.0,8.0,0.0,0.0,1.0
